"runs","minutes","balls.faced","strike.rate","position","dismissal","inninng","opposition","player","team","year","event","country","home","goodsr","first","start","avg","cohort","years.played","top.team","rmean","rmedian"
31,54,42,73.8,4,"caught",3,"Sri Lanka","SR Tendulkar","India",2008,1,"Sri Lanka",0,1,2,1989,53.78,"90s",19,1,99.292555240821,63
24,71,41,58.53,4,"bowled",1,"England","SR Tendulkar","India",1996,1,"England",0,1,1,1989,53.78,"90s",7,0,99.292555240821,63
18,63,41,43.9,5,"caught",2,"Bangladesh","SR Tendulkar","India",2000,1,"Bangladesh",0,0,1,1989,53.78,"90s",11,0,99.292555240821,63
44,58,39,112.82,4,"not out",4,"New Zealand","SR Tendulkar","India",1999,0,"India",1,1,2,1989,53.78,"90s",10,0,99.292555240821,63
39,45,39,100,4,"caught",4,"Zimbabwe","SR Tendulkar","India",2000,1,"India",1,1,2,1989,53.78,"90s",11,0,99.292555240821,63
8,54,38,21.05,4,"caught",1,"New Zealand","SR Tendulkar","India",2003,1,"India",1,0,1,1989,53.78,"90s",14,0,99.292555240821,63
15,43,36,41.66,4,"not out",4,"West Indies","SR Tendulkar","India",1997,0,"West Indies",0,0,2,1989,53.78,"90s",8,0,99.292555240821,63
8,49,36,22.22,4,"lbw",2,"Australia","SR Tendulkar","India",2004,1,"India",1,0,1,1989,53.78,"90s",15,1,99.292555240821,63
13,67,36,36.11,4,"run out",3,"Australia","SR Tendulkar","India",2008,1,"Australia",0,0,2,1989,53.78,"90s",19,1,99.292555240821,63
15,60,35,42.85,4,"caught",3,"South Africa","SR Tendulkar","India",2001,1,"South Africa",0,0,2,1989,53.78,"90s",12,1,99.292555240821,63
12,51,35,34.28,4,"bowled",4,"England","SR Tendulkar","India",2002,1,"England",0,0,2,1989,53.78,"90s",13,0,99.292555240821,63
5,43,35,14.28,4,"caught",1,"Australia","SR Tendulkar","India",2004,1,"India",1,0,1,1989,53.78,"90s",15,1,99.292555240821,63
16,42,35,45.71,4,"lbw",4,"England","SR Tendulkar","India",2007,1,"England",0,1,2,1989,53.78,"90s",18,0,99.292555240821,63
18,61,34,52.94,4,"bowled",1,"New Zealand","SR Tendulkar","India",1999,1,"India",1,1,1,1989,53.78,"90s",10,0,99.292555240821,63
36,61,34,105.88,4,"lbw",1,"South Africa","SR Tendulkar","India",2010,1,"South Africa",0,1,1,1989,53.78,"90s",21,1,99.292555240821,63
16,33,34,47.05,4,"caught",2,"England","SR Tendulkar","India",2011,1,"England",0,1,1,1989,53.78,"90s",22,1,99.292555240821,63
23,65,34,67.64,4,"caught",2,"England","SR Tendulkar","India",2011,1,"England",0,1,1,1989,53.78,"90s",22,1,99.292555240821,63
13,46,34,38.23,4,"caught",4,"Australia","SR Tendulkar","India",2012,1,"Australia",0,0,2,1989,53.78,"90s",23,1,99.292555240821,63
27,78,34,79.41,4,"bowled",4,"New Zealand","SR Tendulkar","India",2012,1,"India",1,1,2,1989,53.78,"90s",23,0,99.292555240821,63
7,43,33,21.21,4,"caught",3,"South Africa","SR Tendulkar","India",1996,1,"India",1,0,2,1989,53.78,"90s",7,1,99.292555240821,63
14,64,33,42.42,4,"caught",2,"Pakistan","SR Tendulkar","India",2006,1,"Pakistan",0,0,1,1989,53.78,"90s",17,0,99.292555240821,63
9,40,31,29.03,4,"caught",1,"New Zealand","SR Tendulkar","India",2002,1,"New Zealand",0,0,1,1989,53.78,"90s",13,0,99.292555240821,63
7,40,30,23.33,4,"bowled",2,"West Indies","SR Tendulkar","India",1997,1,"West Indies",0,0,1,1989,53.78,"90s",8,0,99.292555240821,63
12,42,30,40,4,"caught",3,"Sri Lanka","SR Tendulkar","India",2008,1,"Sri Lanka",0,0,2,1989,53.78,"90s",19,1,99.292555240821,63
17,36,29,58.62,4,"lbw",4,"Australia","SR Tendulkar","India",1992,1,"Australia",0,1,2,1989,53.78,"90s",3,0,99.292555240821,63
19,40,29,65.51,4,"lbw",3,"Sri Lanka","SR Tendulkar","India",2005,1,"India",1,1,2,1989,53.78,"90s",16,1,99.292555240821,63
23,49,29,79.31,4,"bowled",2,"Pakistan","SR Tendulkar","India",2006,1,"Pakistan",0,1,1,1989,53.78,"90s",17,0,99.292555240821,63
9,38,28,32.14,5,"caught",4,"South Africa","SR Tendulkar","India",1997,1,"South Africa",0,0,2,1989,53.78,"90s",8,1,99.292555240821,63
16,42,28,57.14,4,"lbw",3,"Sri Lanka","SR Tendulkar","India",2005,1,"India",1,1,2,1989,53.78,"90s",16,1,99.292555240821,63
13,52,28,46.42,4,"caught",2,"New Zealand","SR Tendulkar","India",2010,1,"India",1,1,1,1989,53.78,"90s",21,0,99.292555240821,63
8,47,26,30.76,4,"lbw",1,"New Zealand","SR Tendulkar","India",2002,1,"New Zealand",0,0,1,1989,53.78,"90s",13,0,99.292555240821,63
11,45,26,42.3,4,"lbw",1,"England","SR Tendulkar","India",2008,1,"India",1,0,1,1989,53.78,"90s",19,0,99.292555240821,63
16,47,26,61.53,5,"lbw",3,"Bangladesh","SR Tendulkar","India",2010,1,"Bangladesh",0,1,2,1989,53.78,"90s",21,0,99.292555240821,63
2,28,25,8,4,"caught",4,"South Africa","SR Tendulkar","India",1996,1,"India",1,0,2,1989,53.78,"90s",7,1,99.292555240821,63
4,32,25,16,4,"caught",4,"South Africa","SR Tendulkar","India",1996,1,"South Africa",0,0,2,1989,53.78,"90s",7,1,99.292555240821,63
13,33,25,52,5,"lbw",3,"Australia","SR Tendulkar","India",2008,1,"Australia",0,1,2,1989,53.78,"90s",19,1,99.292555240821,63
12,27,25,48,4,"bowled",3,"New Zealand","SR Tendulkar","India",2010,1,"India",1,1,2,1989,53.78,"90s",21,0,99.292555240821,63
15,46,25,60,4,"lbw",1,"Australia","SR Tendulkar","India",2012,1,"Australia",0,1,1,1989,53.78,"90s",23,1,99.292555240821,63
11,35,24,45.83,4,"run out",2,"South Africa","SR Tendulkar","India",1992,1,"South Africa",0,1,1,1989,53.78,"90s",3,1,99.292555240821,63
10,38,24,41.66,4,"caught",4,"West Indies","SR Tendulkar","India",1994,1,"India",1,0,2,1989,53.78,"90s",5,0,99.292555240821,63
10,41,24,41.66,4,"lbw",2,"West Indies","SR Tendulkar","India",2013,1,"India",1,0,1,1989,53.78,"90s",24,0,99.292555240821,63
10,26,23,43.47,4,"caught",3,"Australia","SR Tendulkar","India",2001,1,"India",1,0,2,1989,53.78,"90s",12,1,99.292555240821,63
21,71,23,91.3,4,"run out",4,"Australia","SR Tendulkar","India",2013,1,"India",1,1,2,1989,53.78,"90s",24,1,99.292555240821,63
14,43,22,63.63,4,"bowled",3,"South Africa","SR Tendulkar","India",2006,1,"South Africa",0,1,2,1989,53.78,"90s",17,0,99.292555240821,63
5,41,22,22.72,4,"caught",3,"England","SR Tendulkar","India",2008,1,"India",1,0,2,1989,53.78,"90s",19,0,99.292555240821,63
13,42,22,59.09,4,"caught",1,"South Africa","SR Tendulkar","India",2010,1,"South Africa",0,1,1,1989,53.78,"90s",21,1,99.292555240821,63
1,33,21,4.76,4,"caught",2,"England","SR Tendulkar","India",2006,1,"India",1,0,1,1989,53.78,"90s",17,0,99.292555240821,63
15,31,21,71.42,4,"caught",4,"Australia","SR Tendulkar","India",2007,1,"Australia",0,1,2,1989,53.78,"90s",18,1,99.292555240821,63
8,29,21,38.09,4,"lbw",2,"Sri Lanka","SR Tendulkar","India",2010,1,"Sri Lanka",0,0,1,1989,53.78,"90s",21,0,99.292555240821,63
15,38,20,75,4,"bowled",1,"Sri Lanka","SR Tendulkar","India",1997,1,"India",1,1,1,1989,53.78,"90s",8,0,99.292555240821,63
16,15,20,80,4,"not out",4,"West Indies","SR Tendulkar","India",2002,0,"India",1,1,2,1989,53.78,"90s",13,0,99.292555240821,63
9,25,20,45,4,"caught",3,"New Zealand","SR Tendulkar","India",2009,1,"New Zealand",0,0,2,1989,53.78,"90s",20,0,99.292555240821,63
9,17,19,47.36,4,"not out",4,"England","SR Tendulkar","India",1993,0,"India",1,1,2,1989,53.78,"90s",4,0,99.292555240821,63
8,28,19,42.1,4,"lbw",3,"England","SR Tendulkar","India",2012,1,"India",1,0,2,1989,53.78,"90s",23,1,99.292555240821,63
10,25,18,55.55,4,"lbw",2,"Australia","SR Tendulkar","India",2001,1,"India",1,1,1,1989,53.78,"90s",12,1,99.292555240821,63
3,21,18,16.66,4,"bowled",2,"South Africa","SR Tendulkar","India",2004,1,"India",1,0,1,1989,53.78,"90s",15,1,99.292555240821,63
13,26,18,72.22,4,"caught",2,"Australia","SR Tendulkar","India",2008,1,"India",1,1,1,1989,53.78,"90s",19,1,99.292555240821,63
7,25,18,38.88,4,"lbw",2,"West Indies","SR Tendulkar","India",2011,1,"India",1,0,1,1989,53.78,"90s",22,0,99.292555240821,63
13,25,18,72.22,4,"caught",1,"England","SR Tendulkar","India",2012,1,"India",1,1,1,1989,53.78,"90s",23,1,99.292555240821,63
6,27,17,35.29,4,"caught",1,"South Africa","SR Tendulkar","India",1992,1,"South Africa",0,0,1,1989,53.78,"90s",3,1,99.292555240821,63
17,27,17,100,4,"caught",4,"Australia","SR Tendulkar","India",2001,1,"India",1,1,2,1989,53.78,"90s",12,1,99.292555240821,63
8,32,17,47.05,4,"lbw",3,"West Indies","SR Tendulkar","India",2002,1,"West Indies",0,1,2,1989,53.78,"90s",13,0,99.292555240821,63
13,28,16,81.25,4,"caught",3,"Sri Lanka","SR Tendulkar","India",1997,1,"India",1,1,2,1989,53.78,"90s",8,0,99.292555240821,63
12,33,16,75,4,"bowled",4,"Australia","SR Tendulkar","India",2008,1,"Australia",0,1,2,1989,53.78,"90s",19,1,99.292555240821,63
7,25,16,43.75,4,"caught",2,"South Africa","SR Tendulkar","India",2010,1,"India",1,0,1,1989,53.78,"90s",21,1,99.292555240821,63
8,22,16,50,4,"lbw",3,"Australia","SR Tendulkar","India",2012,1,"Australia",0,1,2,1989,53.78,"90s",23,1,99.292555240821,63
7,19,15,46.66,4,"caught",3,"New Zealand","SR Tendulkar","India",2003,1,"India",1,1,2,1989,53.78,"90s",14,0,99.292555240821,63
4,20,15,26.66,4,"caught",2,"England","SR Tendulkar","India",2006,1,"India",1,0,1,1989,53.78,"90s",17,0,99.292555240821,63
1,17,15,6.66,4,"caught",4,"England","SR Tendulkar","India",2007,1,"England",0,0,2,1989,53.78,"90s",18,0,99.292555240821,63
7,32,15,46.66,4,"caught",2,"Australia","SR Tendulkar","India",2013,1,"India",1,1,1,1989,53.78,"90s",24,1,99.292555240821,63
6,25,14,42.85,4,"bowled",2,"Sri Lanka","SR Tendulkar","India",1994,1,"India",1,0,1,1989,53.78,"90s",5,0,99.292555240821,63
4,25,14,28.57,4,"caught",4,"West Indies","SR Tendulkar","India",1997,1,"West Indies",0,0,2,1989,53.78,"90s",8,0,99.292555240821,63
7,27,14,50,4,"caught",4,"Zimbabwe","SR Tendulkar","India",1998,1,"Zimbabwe",0,1,2,1989,53.78,"90s",9,0,99.292555240821,63
2,18,14,14.28,4,"caught",4,"Australia","SR Tendulkar","India",2004,1,"India",1,0,2,1989,53.78,"90s",15,1,99.292555240821,63
9,18,13,69.23,4,"run out",4,"Pakistan","SR Tendulkar","India",1999,1,"India",1,1,2,1989,53.78,"90s",10,1,99.292555240821,63
2,25,13,15.38,4,"bowled",2,"England","SR Tendulkar","India",2012,1,"India",1,0,1,1989,53.78,"90s",23,1,99.292555240821,63
6,18,12,50,4,"lbw",1,"Sri Lanka","SR Tendulkar","India",2008,1,"Sri Lanka",0,1,1,1989,53.78,"90s",19,1,99.292555240821,63
10,16,12,83.33,5,"not out",3,"Australia","SR Tendulkar","India",2008,0,"India",1,1,2,1989,53.78,"90s",19,1,99.292555240821,63
8,14,12,66.66,4,"bowled",1,"England","SR Tendulkar","India",2012,1,"India",1,1,1,1989,53.78,"90s",23,1,99.292555240821,63
10,12,11,90.9,4,"caught",2,"Australia","SR Tendulkar","India",1996,1,"India",1,1,1,1989,53.78,"90s",7,1,99.292555240821,63
9,13,11,81.81,4,"caught",3,"South Africa","SR Tendulkar","India",1997,1,"South Africa",0,1,2,1989,53.78,"90s",8,1,99.292555240821,63
6,13,11,54.54,4,"lbw",1,"Pakistan","SR Tendulkar","India",1999,1,"India",1,1,1,1989,53.78,"90s",10,1,99.292555240821,63
8,20,11,72.72,4,"lbw",3,"South Africa","SR Tendulkar","India",2000,1,"India",1,1,2,1989,53.78,"90s",11,1,99.292555240821,63
8,17,11,72.72,4,"lbw",3,"Pakistan","SR Tendulkar","India",2004,1,"Pakistan",0,1,2,1989,53.78,"90s",15,0,99.292555240821,63
1,13,11,9.09,4,"bowled",3,"England","SR Tendulkar","India",2007,1,"England",0,0,2,1989,53.78,"90s",18,0,99.292555240821,63
15,16,10,150,2,"bowled",3,"New Zealand","SR Tendulkar","India",1999,1,"India",1,1,2,1989,53.78,"90s",10,0,99.292555240821,63
1,15,10,10,4,"bowled",3,"New Zealand","SR Tendulkar","India",2003,1,"India",1,0,2,1989,53.78,"90s",14,0,99.292555240821,63
6,22,10,60,4,"caught",3,"South Africa","SR Tendulkar","India",2010,1,"South Africa",0,1,2,1989,53.78,"90s",21,1,99.292555240821,63
13,10,10,130,4,"not out",4,"Australia","SR Tendulkar","India",2013,0,"India",1,1,2,1989,53.78,"90s",24,1,99.292555240821,63
5,12,9,55.55,4,"caught",4,"Australia","SR Tendulkar","India",1992,1,"Australia",0,1,2,1989,53.78,"90s",3,0,99.292555240821,63
2,8,8,25,4,"bowled",1,"New Zealand","SR Tendulkar","India",1995,1,"India",1,0,1,1989,53.78,"90s",6,0,99.292555240821,63
1,10,8,12.5,4,"caught",1,"England","SR Tendulkar","India",2011,1,"England",0,0,1,1989,53.78,"90s",22,1,99.292555240821,63
0,6,7,0,4,"bowled",4,"Australia","SR Tendulkar","India",1996,1,"India",1,0,2,1989,53.78,"90s",7,1,99.292555240821,63
0,13,7,0,4,"lbw",4,"South Africa","SR Tendulkar","India",2006,1,"South Africa",0,0,2,1989,53.78,"90s",17,0,99.292555240821,63
3,6,7,42.85,4,"caught",4,"West Indies","SR Tendulkar","India",2011,1,"India",1,0,2,1989,53.78,"90s",22,0,99.292555240821,63
1,15,6,16.66,4,"caught",2,"Australia","SR Tendulkar","India",2003,1,"Australia",0,0,1,1989,53.78,"90s",14,1,99.292555240821,63
2,10,6,33.33,4,"lbw",1,"Pakistan","SR Tendulkar","India",2004,1,"Pakistan",0,0,1,1989,53.78,"90s",15,0,99.292555240821,63
5,17,6,83.33,4,"caught",3,"England","SR Tendulkar","India",2012,1,"India",1,1,2,1989,53.78,"90s",23,1,99.292555240821,63
1,6,5,20,4,"lbw",4,"South Africa","SR Tendulkar","India",1992,1,"South Africa",0,0,2,1989,53.78,"90s",3,1,99.292555240821,63
4,7,5,80,4,"caught",1,"Australia","SR Tendulkar","India",1998,1,"India",1,1,1,1989,53.78,"90s",9,1,99.292555240821,63
0,6,5,0,5,"lbw",4,"Australia","SR Tendulkar","India",1999,1,"Australia",0,0,2,1989,53.78,"90s",10,1,99.292555240821,63
0,9,5,0,4,"caught",2,"South Africa","SR Tendulkar","India",2008,1,"India",1,0,1,1989,53.78,"90s",19,0,99.292555240821,63
1,8,5,20,4,"lbw",4,"Australia","SR Tendulkar","India",2013,1,"India",1,0,2,1989,53.78,"90s",24,1,99.292555240821,63
4,7,4,100,4,"caught",2,"New Zealand","SR Tendulkar","India",1995,1,"India",1,1,1,1989,53.78,"90s",6,0,99.292555240821,63
4,6,4,100,4,"caught",3,"Australia","SR Tendulkar","India",2000,1,"Australia",0,1,2,1989,53.78,"90s",11,1,99.292555240821,63
1,10,4,25,4,"caught",2,"South Africa","SR Tendulkar","India",2001,1,"South Africa",0,0,1,1989,53.78,"90s",12,1,99.292555240821,63
0,16,4,0,4,"lbw",3,"West Indies","SR Tendulkar","India",2002,1,"West Indies",0,0,2,1989,53.78,"90s",13,0,99.292555240821,63
0,4,3,0,4,"caught",2,"Zimbabwe","SR Tendulkar","India",1992,1,"Zimbabwe",0,0,1,1989,53.78,"90s",3,0,99.292555240821,63
0,5,3,0,4,"caught",2,"Pakistan","SR Tendulkar","India",1999,1,"India",1,0,1,1989,53.78,"90s",10,1,99.292555240821,63
0,3,3,0,4,"lbw",2,"Australia","SR Tendulkar","India",2003,1,"Australia",0,0,1,1989,53.78,"90s",14,1,99.292555240821,63
1,6,3,33.33,4,"caught",2,"Pakistan","SR Tendulkar","India",2004,1,"Pakistan",0,0,1,1989,53.78,"90s",15,0,99.292555240821,63
5,5,3,166.66,4,"lbw",1,"Sri Lanka","SR Tendulkar","India",2008,1,"Sri Lanka",0,1,1,1989,53.78,"90s",19,1,99.292555240821,63
4,3,3,133.33,4,"bowled",1,"Sri Lanka","SR Tendulkar","India",2009,1,"India",1,1,1,1989,53.78,"90s",20,1,99.292555240821,63
0,4,2,0,4,"caught",1,"West Indies","SR Tendulkar","India",2002,1,"West Indies",0,0,1,1989,53.78,"90s",13,0,99.292555240821,63
0,1,1,0,4,"caught",3,"South Africa","SR Tendulkar","India",1992,1,"South Africa",0,0,2,1989,53.78,"90s",3,1,99.292555240821,63
0,2,1,0,5,"bowled",2,"Pakistan","SR Tendulkar","India",1999,1,"India",1,0,1,1989,53.78,"90s",10,1,99.292555240821,63
0,2,1,0,4,"caught",1,"West Indies","SR Tendulkar","India",2002,1,"West Indies",0,0,1,1989,53.78,"90s",13,0,99.292555240821,63
0,3,1,0,4,"caught",1,"Australia","SR Tendulkar","India",2003,1,"Australia",0,0,1,1989,53.78,"90s",14,1,99.292555240821,63
1,2,1,100,4,"run out",2,"Pakistan","SR Tendulkar","India",2007,1,"India",1,1,1,1989,53.78,"90s",18,0,99.292555240821,63
173,516,361,47.92,4,"caught",1,"Sri Lanka","SC Ganguly","India",1997,1,"India",1,1,1,1996,42.17,"90s",1,0,81.8934472131756,58
239,518,361,66.2,4,"bowled",1,"Pakistan","SC Ganguly","India",2007,1,"India",1,1,1,1996,42.17,"90s",11,0,81.8934472131756,58
131,435,301,43.52,3,"bowled",2,"England","SC Ganguly","India",1996,1,"England",0,0,1,1996,42.17,"90s",0,0,81.8934472131756,58
136,456,284,47.88,3,"caught",2,"Zimbabwe","SC Ganguly","India",2002,1,"India",1,1,1,1996,42.17,"90s",6,0,81.8934472131756,58
136,361,268,50.74,3,"caught",1,"England","SC Ganguly","India",1996,1,"England",0,1,1,1996,42.17,"90s",0,0,81.8934472131756,58
101,360,262,38.54,5,"caught",2,"Zimbabwe","SC Ganguly","India",2005,1,"Zimbabwe",0,0,1,1996,42.17,"90s",9,0,81.8934472131756,58
125,323,251,49.8,5,"caught",1,"New Zealand","SC Ganguly","India",1999,1,"India",1,1,1,1996,42.17,"90s",3,0,81.8934472131756,58
75,290,227,33.03,5,"not out",3,"West Indies","SC Ganguly","India",2002,0,"West Indies",0,0,2,1996,42.17,"90s",6,0,81.8934472131756,58
144,291,196,73.46,5,"caught",2,"Australia","SC Ganguly","India",2003,1,"Australia",0,1,1,1996,42.17,"90s",7,1,81.8934472131756,58
78,244,167,46.7,3,"stumped",3,"Sri Lanka","SC Ganguly","India",1999,1,"Sri Lanka",0,1,2,1996,42.17,"90s",3,0,81.8934472131756,58
128,261,167,76.64,5,"bowled",1,"England","SC Ganguly","India",2002,1,"England",0,1,1,1996,42.17,"90s",6,0,81.8934472131756,58
100,222,165,60.6,5,"caught",1,"Bangladesh","SC Ganguly","India",2007,1,"Bangladesh",0,1,1,1996,42.17,"90s",11,0,81.8934472131756,58
99,247,159,62.26,5,"bowled",3,"England","SC Ganguly","India",2002,1,"England",0,1,2,1996,42.17,"90s",6,0,81.8934472131756,58
79,233,156,50.64,5,"caught",2,"England","SC Ganguly","India",2007,1,"England",0,1,1,1996,42.17,"90s",11,0,81.8934472131756,58
102,245,156,65.38,5,"caught",1,"Pakistan","SC Ganguly","India",2007,1,"India",1,1,1,1996,42.17,"90s",11,0,81.8934472131756,58
66,190,154,42.85,3,"caught",2,"Australia","SC Ganguly","India",1996,1,"India",1,0,1,1996,42.17,"90s",0,1,81.8934472131756,58
88,231,153,57.51,5,"caught",1,"Bangladesh","SC Ganguly","India",2004,1,"Bangladesh",0,1,1,1996,42.17,"90s",8,0,81.8934472131756,58
98,187,152,64.47,4,"not out",4,"Sri Lanka","SC Ganguly","India",2001,0,"Sri Lanka",0,1,2,1996,42.17,"90s",5,0,81.8934472131756,58
68,234,149,45.63,5,"caught",1,"England","SC Ganguly","India",2002,1,"England",0,1,1,1996,42.17,"90s",6,0,81.8934472131756,58
87,229,149,58.38,5,"caught",3,"South Africa","SC Ganguly","India",2008,1,"India",1,1,2,1996,42.17,"90s",12,0,81.8934472131756,58
60,252,146,41.09,5,"not out",3,"West Indies","SC Ganguly","India",2002,0,"West Indies",0,0,2,1996,42.17,"90s",6,0,81.8934472131756,58
73,174,138,52.89,5,"caught",1,"South Africa","SC Ganguly","India",1997,1,"South Africa",0,1,1,1996,42.17,"90s",1,1,81.8934472131756,58
91,185,134,67.91,4,"caught",3,"Pakistan","SC Ganguly","India",2007,1,"India",1,1,2,1996,42.17,"90s",11,0,81.8934472131756,58
40,182,129,31,5,"lbw",1,"Sri Lanka","SC Ganguly","India",2005,1,"India",1,0,1,1996,42.17,"90s",9,1,81.8934472131756,58
73,164,125,58.4,4,"bowled",3,"Australia","SC Ganguly","India",2003,1,"Australia",0,1,2,1996,42.17,"90s",7,1,81.8934472131756,58
71,185,123,57.72,5,"bowled",2,"Bangladesh","SC Ganguly","India",2004,1,"Bangladesh",0,1,1,1996,42.17,"90s",8,0,81.8934472131756,58
87,219,119,73.1,5,"caught",2,"South Africa","SC Ganguly","India",2008,1,"India",1,1,1,1996,42.17,"90s",12,0,81.8934472131756,58
42,165,112,37.5,5,"caught",2,"West Indies","SC Ganguly","India",1997,1,"West Indies",0,0,1,1996,42.17,"90s",1,0,81.8934472131756,58
101,138,111,90.99,4,"not out",4,"New Zealand","SC Ganguly","India",1999,0,"New Zealand",0,1,2,1996,42.17,"90s",3,0,81.8934472131756,58
57,156,111,51.35,5,"caught",2,"South Africa","SC Ganguly","India",2004,1,"India",1,1,1,1996,42.17,"90s",8,1,81.8934472131756,58
48,141,104,46.15,4,"caught",3,"New Zealand","SC Ganguly","India",1998,1,"New Zealand",0,1,2,1996,42.17,"90s",2,0,81.8934472131756,58
30,148,103,29.12,4,"caught",3,"Sri Lanka","SC Ganguly","India",2001,1,"Sri Lanka",0,0,2,1996,42.17,"90s",5,0,81.8934472131756,58
45,150,101,44.55,5,"caught",1,"West Indies","SC Ganguly","India",2002,1,"West Indies",0,0,1,1996,42.17,"90s",6,0,81.8934472131756,58
38,149,99,38.38,5,"caught",2,"Zimbabwe","SC Ganguly","India",2002,1,"India",1,0,1,1996,42.17,"90s",6,0,81.8934472131756,58
41,123,93,44.08,4,"caught",3,"South Africa","SC Ganguly","India",1996,1,"India",1,0,2,1996,42.17,"90s",0,1,81.8934472131756,58
60,124,93,64.51,5,"bowled",3,"South Africa","SC Ganguly","India",1997,1,"South Africa",0,1,2,1996,42.17,"90s",1,1,81.8934472131756,58
65,95,90,72.22,5,"not out",4,"Zimbabwe","SC Ganguly","India",2000,0,"India",1,1,2,1996,42.17,"90s",4,0,81.8934472131756,58
46,131,89,51.68,4,"caught",3,"South Africa","SC Ganguly","India",2007,1,"South Africa",0,1,2,1996,42.17,"90s",11,0,81.8934472131756,58
48,121,86,55.81,3,"bowled",3,"England","SC Ganguly","India",1996,1,"England",0,1,2,1996,42.17,"90s",0,0,81.8934472131756,58
45,102,85,52.94,4,"caught",2,"Australia","SC Ganguly","India",2004,1,"India",1,1,1,1996,42.17,"90s",8,1,81.8934472131756,58
51,118,84,60.71,5,"caught",2,"England","SC Ganguly","India",2002,1,"England",0,1,1,1996,42.17,"90s",6,0,81.8934472131756,58
31,112,83,37.34,5,"caught",2,"Australia","SC Ganguly","India",1999,1,"Australia",0,0,1,1996,42.17,"90s",3,1,81.8934472131756,58
30,114,82,36.58,4,"caught",4,"South Africa","SC Ganguly","India",1997,1,"South Africa",0,0,2,1996,42.17,"90s",1,1,81.8934472131756,58
34,114,82,41.46,5,"bowled",2,"England","SC Ganguly","India",2007,1,"England",0,0,1,1996,42.17,"90s",11,0,81.8934472131756,58
48,128,81,59.25,5,"caught",3,"Australia","SC Ganguly","India",2001,1,"India",1,1,2,1996,42.17,"90s",5,1,81.8934472131756,58
39,126,80,48.75,3,"lbw",1,"South Africa","SC Ganguly","India",1996,1,"India",1,1,1,1996,42.17,"90s",0,1,81.8934472131756,58
43,134,79,54.43,5,"bowled",2,"Australia","SC Ganguly","India",2007,1,"Australia",0,1,1,1996,42.17,"90s",11,1,81.8934472131756,58
40,142,78,51.28,5,"caught",4,"Australia","SC Ganguly","India",2007,1,"Australia",0,1,2,1996,42.17,"90s",11,1,81.8934472131756,58
