"runs","minutes","balls.faced","strike.rate","position","dismissal","inninng","opposition","player","team","year","event","country","home","goodsr","first","start","avg","cohort","years.played","top.team","rmean","rmedian"
0,7,5,0,2,"lbw",1,"India","MP Vaughan","England",2002,1,"England",1,0,1,1999,41.44,"90s",3,0,80.5226022215526,53
0,5,4,0,4,"caught",2,"South Africa","MP Vaughan","England",2005,1,"South Africa",0,0,1,1999,41.44,"90s",6,1,80.5226022215526,53
1,9,4,25,2,"lbw",2,"Sri Lanka","MP Vaughan","England",2007,1,"Sri Lanka",0,0,1,1999,41.44,"90s",8,1,80.5226022215526,53
4,3,4,100,2,"caught",3,"New Zealand","MP Vaughan","England",2008,1,"New Zealand",0,1,2,1999,41.44,"90s",9,0,80.5226022215526,53
2,6,3,66.66,3,"bowled",1,"South Africa","MP Vaughan","England",2008,1,"England",1,1,1,1999,41.44,"90s",9,0,80.5226022215526,53
0,1,2,0,2,"lbw",4,"Australia","MP Vaughan","England",2002,1,"Australia",0,0,2,1999,41.44,"90s",3,1,80.5226022215526,53
0,4,2,0,2,"lbw",2,"West Indies","MP Vaughan","England",2004,1,"West Indies",0,0,1,1999,41.44,"90s",5,0,80.5226022215526,53
1,2,2,50,4,"bowled",3,"Australia","MP Vaughan","England",2005,1,"England",1,1,2,1999,41.44,"90s",6,1,80.5226022215526,53
0,1,1,0,3,"caught",1,"South Africa","MP Vaughan","England",2008,1,"England",1,0,1,1999,41.44,"90s",9,0,80.5226022215526,53
254,614,406,62.56,3,"caught",1,"Pakistan","JE Root","England",2016,1,"England",1,1,1,2012,53.28,"Modern",4,0,94.944231121079,79
180,466,338,53.25,2,"caught",3,"Australia","JE Root","England",2013,1,"England",1,1,2,2012,53.28,"Modern",1,1,94.944231121079,79
200,500,298,67.11,5,"not out",1,"Sri Lanka","JE Root","England",2014,0,"England",1,1,1,2012,53.28,"Modern",2,0,94.944231121079,79
154,400,295,52.2,5,"not out",2,"India","JE Root","England",2014,0,"England",1,1,1,2012,53.28,"Modern",2,1,94.944231121079,79
190,375,234,81.19,4,"caught",1,"South Africa","JE Root","England",2017,1,"England",1,1,1,2012,53.28,"Modern",5,1,94.944231121079,79
182,333,229,79.47,5,"not out",2,"West Indies","JE Root","England",2015,0,"West Indies",0,1,1,2012,53.28,"Modern",3,0,94.944231121079,79
87,269,194,44.84,3,"caught",4,"Australia","JE Root","England",2013,1,"Australia",0,0,2,2012,53.28,"Modern",1,1,94.944231121079,79
136,287,189,71.95,4,"bowled",1,"West Indies","JE Root","England",2017,1,"England",1,1,1,2012,53.28,"Modern",5,0,94.944231121079,79
68,234,184,36.95,2,"caught",2,"Australia","JE Root","England",2013,1,"England",1,0,1,2012,53.28,"Modern",1,1,94.944231121079,79
124,239,180,68.88,3,"caught",1,"India","JE Root","England",2016,1,"India",0,1,1,2012,53.28,"Modern",4,1,94.944231121079,79
78,251,179,43.57,2,"caught",3,"India","JE Root","England",2016,1,"India",0,0,2,2012,53.28,"Modern",4,1,94.944231121079,79
45,254,176,25.56,5,"bowled",2,"New Zealand","JE Root","England",2013,1,"New Zealand",0,0,1,2012,53.28,"Modern",1,0,94.944231121079,79
130,246,176,73.86,4,"caught",2,"Australia","JE Root","England",2015,1,"England",1,1,1,2012,53.28,"Modern",3,1,94.944231121079,79
71,218,171,41.52,4,"caught",4,"Pakistan","JE Root","England",2015,1,"UAE",0,0,2,2012,53.28,"Modern",3,0,94.944231121079,79
104,236,167,62.27,5,"caught",1,"New Zealand","JE Root","England",2013,1,"England",1,1,1,2012,53.28,"Modern",1,0,94.944231121079,79
58,236,167,34.73,4,"retired notout",3,"Australia","JE Root","England",2018,1,"Australia",0,0,2,2012,53.28,"Modern",6,1,94.944231121079,79
134,247,166,80.72,5,"caught",1,"Australia","JE Root","England",2015,1,"England",1,1,1,2012,53.28,"Modern",3,1,94.944231121079,79
149,268,165,90.3,5,"not out",2,"India","JE Root","England",2014,0,"England",1,1,1,2012,53.28,"Modern",2,1,94.944231121079,79
98,218,161,60.86,5,"caught",1,"New Zealand","JE Root","England",2015,1,"England",1,1,1,2012,53.28,"Modern",3,0,94.944231121079,79
66,222,146,45.2,5,"caught",4,"India","JE Root","England",2014,1,"England",1,1,2,2012,53.28,"Modern",2,1,94.944231121079,79
88,187,144,61.11,3,"caught",1,"India","JE Root","England",2016,1,"India",0,1,1,2012,53.28,"Modern",4,1,94.944231121079,79
85,199,143,59.44,5,"caught",2,"Pakistan","JE Root","England",2015,1,"UAE",0,1,1,2012,53.28,"Modern",3,0,94.944231121079,79
88,227,141,62.41,4,"caught",2,"Pakistan","JE Root","England",2015,1,"UAE",0,1,1,2012,53.28,"Modern",3,0,94.944231121079,79
83,225,141,58.86,4,"caught",1,"Australia","JE Root","England",2018,1,"Australia",0,1,1,2012,53.28,"Modern",6,1,94.944231121079,79
84,190,139,60.43,5,"caught",3,"New Zealand","JE Root","England",2015,1,"England",1,1,2,2012,53.28,"Modern",3,0,94.944231121079,79
110,214,139,79.13,4,"caught",2,"South Africa","JE Root","England",2016,1,"South Africa",0,1,1,2012,53.28,"Modern",4,1,94.944231121079,79
83,186,133,62.4,5,"bowled",1,"West Indies","JE Root","England",2015,1,"West Indies",0,1,1,2012,53.28,"Modern",3,0,94.944231121079,79
61,193,133,45.86,4,"caught",2,"Australia","JE Root","England",2017,1,"Australia",0,1,1,2012,53.28,"Modern",5,1,94.944231121079,79
73,192,128,57.03,4,"caught",3,"South Africa","JE Root","England",2015,1,"South Africa",0,1,2,2012,53.28,"Modern",3,1,94.944231121079,79
76,192,128,59.37,4,"caught",2,"South Africa","JE Root","England",2016,1,"South Africa",0,1,1,2012,53.28,"Modern",4,1,94.944231121079,79
62,165,123,50.4,3,"caught",3,"Pakistan","JE Root","England",2016,1,"England",1,1,2,2012,53.28,"Modern",4,0,94.944231121079,79
67,185,123,54.47,4,"caught",4,"Australia","JE Root","England",2017,1,"Australia",0,1,2,2012,53.28,"Modern",5,1,94.944231121079,79
56,155,122,45.9,3,"lbw",2,"Bangladesh","JE Root","England",2016,1,"Bangladesh",0,1,1,2012,53.28,"Modern",4,0,94.944231121079,79
71,178,120,59.16,4,"bowled",3,"New Zealand","JE Root","England",2013,1,"England",1,1,2,2012,53.28,"Modern",1,0,94.944231121079,79
80,153,119,67.22,4,"caught",1,"Sri Lanka","JE Root","England",2016,1,"England",1,1,1,2012,53.28,"Modern",4,0,94.944231121079,79
40,180,114,35.08,5,"caught",1,"New Zealand","JE Root","England",2013,1,"England",1,0,1,2012,53.28,"Modern",1,0,94.944231121079,79
77,127,112,68.75,3,"lbw",3,"India","JE Root","England",2016,1,"India",0,1,2,2012,53.28,"Modern",4,1,94.944231121079,79
72,187,111,64.86,4,"caught",3,"West Indies","JE Root","England",2017,1,"England",1,1,2,2012,53.28,"Modern",5,0,94.944231121079,79
31,161,108,28.7,5,"caught",4,"Sri Lanka","JE Root","England",2014,1,"England",1,0,2,2012,53.28,"Modern",2,0,94.944231121079,79
25,123,107,23.36,3,"lbw",4,"India","JE Root","England",2016,1,"India",0,0,2,2012,53.28,"Modern",4,1,94.944231121079,79
49,140,106,46.22,4,"bowled",3,"South Africa","JE Root","England",2017,1,"England",1,1,2,2012,53.28,"Modern",5,1,94.944231121079,79
51,159,104,49.03,4,"lbw",3,"Australia","JE Root","England",2017,1,"Australia",0,1,2,2012,53.28,"Modern",5,1,94.944231121079,79
52,135,101,51.48,4,"lbw",1,"South Africa","JE Root","England",2017,1,"England",1,1,1,2012,53.28,"Modern",5,1,94.944231121079,79
53,105,98,54.08,3,"caught",2,"India","JE Root","England",2016,1,"India",0,1,1,2012,53.28,"Modern",4,1,94.944231121079,79
59,156,98,60.2,4,"caught",1,"West Indies","JE Root","England",2017,1,"England",1,1,1,2012,53.28,"Modern",5,0,94.944231121079,79
50,131,94,53.19,4,"caught",3,"South Africa","JE Root","England",2017,1,"England",1,1,2,2012,53.28,"Modern",5,1,94.944231121079,79
60,133,89,67.41,5,"bowled",3,"Australia","JE Root","England",2015,1,"England",1,1,2,2012,53.28,"Modern",3,1,94.944231121079,79
19,125,88,21.59,3,"caught",4,"Australia","JE Root","England",2013,1,"Australia",0,0,2,2012,53.28,"Modern",1,1,94.944231121079,79
24,116,82,29.26,3,"caught",1,"Australia","JE Root","England",2013,1,"Australia",0,0,1,2012,53.28,"Modern",1,1,94.944231121079,79
15,114,80,18.75,3,"caught",2,"Australia","JE Root","England",2013,1,"Australia",0,0,1,2012,53.28,"Modern",1,1,94.944231121079,79
59,134,79,74.68,5,"bowled",3,"West Indies","JE Root","England",2015,1,"West Indies",0,1,2,2012,53.28,"Modern",3,0,94.944231121079,79
50,113,79,63.29,4,"caught",1,"South Africa","JE Root","England",2016,1,"South Africa",0,1,1,2012,53.28,"Modern",4,1,94.944231121079,79
78,117,76,102.63,4,"caught",2,"South Africa","JE Root","England",2017,1,"England",1,1,1,2012,53.28,"Modern",5,1,94.944231121079,79
63,113,75,84,4,"caught",2,"Australia","JE Root","England",2015,1,"England",1,1,1,2012,53.28,"Modern",3,1,94.944231121079,79
48,119,73,65.75,3,"caught",2,"Pakistan","JE Root","England",2016,1,"England",1,1,1,2012,53.28,"Modern",4,0,94.944231121079,79
30,99,64,46.87,2,"bowled",1,"Australia","JE Root","England",2013,1,"England",1,1,1,2012,53.28,"Modern",1,1,94.944231121079,79
38,89,63,60.31,4,"not out",4,"Australia","JE Root","England",2015,0,"England",1,1,2,2012,53.28,"Modern",3,1,94.944231121079,79
8,97,57,14.03,2,"caught",2,"Australia","JE Root","England",2013,1,"England",1,0,1,2012,53.28,"Modern",1,1,94.944231121079,79
13,95,57,22.8,2,"not out",4,"Australia","JE Root","England",2013,0,"England",1,0,2,2012,53.28,"Modern",1,1,94.944231121079,79
20,70,56,35.71,4,"caught",4,"South Africa","JE Root","England",2016,1,"South Africa",0,0,2,2012,53.28,"Modern",4,1,94.944231121079,79
29,71,56,51.78,4,"caught",1,"South Africa","JE Root","England",2017,1,"England",1,1,1,2012,53.28,"Modern",5,1,94.944231121079,79
16,78,52,30.76,2,"caught",1,"Australia","JE Root","England",2013,1,"England",1,0,1,2012,53.28,"Modern",1,1,94.944231121079,79
13,66,50,26,5,"lbw",2,"India","JE Root","England",2014,1,"England",1,0,1,2012,53.28,"Modern",2,1,94.944231121079,79
15,79,50,30,4,"lbw",1,"Australia","JE Root","England",2017,1,"Australia",0,0,1,2012,53.28,"Modern",5,1,94.944231121079,79
40,97,49,81.63,3,"caught",1,"Bangladesh","JE Root","England",2016,1,"Bangladesh",0,1,1,2012,53.28,"Modern",4,0,94.944231121079,79
71,59,48,147.91,3,"not out",3,"Pakistan","JE Root","England",2016,0,"England",1,1,2,2012,53.28,"Modern",4,0,94.944231121079,79
39,82,46,84.78,3,"lbw",3,"Pakistan","JE Root","England",2016,1,"England",1,1,2,2012,53.28,"Modern",4,0,94.944231121079,79
17,84,44,38.63,5,"bowled",4,"Australia","JE Root","England",2015,1,"England",1,0,2,2012,53.28,"Modern",3,1,94.944231121079,79
56,66,41,136.58,5,"bowled",3,"India","JE Root","England",2014,1,"England",1,1,2,2012,53.28,"Modern",2,1,94.944231121079,79
21,39,41,51.21,3,"caught",1,"India","JE Root","England",2016,1,"India",0,1,1,2012,53.28,"Modern",4,1,94.944231121079,79
6,59,39,15.38,4,"caught",2,"Australia","JE Root","England",2015,1,"England",1,0,1,2012,53.28,"Modern",3,1,94.944231121079,79
26,57,39,66.66,3,"caught",1,"Pakistan","JE Root","England",2016,1,"England",1,1,1,2012,53.28,"Modern",4,0,94.944231121079,79
24,55,37,64.86,4,"lbw",1,"South Africa","JE Root","England",2015,1,"South Africa",0,1,1,2012,53.28,"Modern",3,1,94.944231121079,79
33,58,35,94.28,5,"caught",1,"West Indies","JE Root","England",2015,1,"West Indies",0,1,1,2012,53.28,"Modern",3,0,94.944231121079,79
13,48,32,40.62,5,"caught",2,"Sri Lanka","JE Root","England",2014,1,"England",1,0,1,2012,53.28,"Modern",2,0,94.944231121079,79
5,34,31,16.12,2,"caught",3,"Australia","JE Root","England",2013,1,"England",1,0,2,2012,53.28,"Modern",1,1,94.944231121079,79
11,52,30,36.66,4,"caught",3,"Australia","JE Root","England",2015,1,"England",1,0,2,2012,53.28,"Modern",3,1,94.944231121079,79
9,50,30,30,3,"caught",4,"Pakistan","JE Root","England",2016,1,"England",1,0,2,2012,53.28,"Modern",4,0,94.944231121079,79
33,47,29,113.79,3,"not out",4,"Pakistan","JE Root","England",2015,0,"UAE",0,1,2,2012,53.28,"Modern",3,0,94.944231121079,79
6,32,29,20.68,4,"lbw",4,"Pakistan","JE Root","England",2015,1,"UAE",0,0,2,2012,53.28,"Modern",3,0,94.944231121079,79
29,50,29,100,4,"bowled",3,"South Africa","JE Root","England",2016,1,"South Africa",0,1,2,2012,53.28,"Modern",4,1,94.944231121079,79
3,46,25,12,5,"caught",1,"India","JE Root","England",2014,1,"England",1,0,1,2012,53.28,"Modern",2,1,94.944231121079,79
15,37,24,62.5,3,"run out",3,"Australia","JE Root","England",2013,1,"Australia",0,1,2,2012,53.28,"Modern",1,1,94.944231121079,79
20,36,23,86.95,4,"caught",1,"Australia","JE Root","England",2017,1,"Australia",0,1,1,2012,53.28,"Modern",5,1,94.944231121079,79
28,32,22,127.27,5,"caught",3,"New Zealand","JE Root","England",2013,1,"England",1,1,2,2012,53.28,"Modern",1,0,94.944231121079,79
6,47,22,27.27,3,"lbw",3,"India","JE Root","England",2016,1,"India",0,0,2,2012,53.28,"Modern",4,1,94.944231121079,79
8,34,20,40,4,"bowled",4,"South Africa","JE Root","England",2017,1,"England",1,0,2,2012,53.28,"Modern",5,1,94.944231121079,79
14,34,20,70,4,"caught",3,"Australia","JE Root","England",2017,1,"Australia",0,1,2,2012,53.28,"Modern",5,1,94.944231121079,79
2,35,19,10.52,2,"bowled",3,"Australia","JE Root","England",2013,1,"England",1,0,2,2012,53.28,"Modern",1,1,94.944231121079,79
15,32,18,83.33,5,"lbw",3,"Sri Lanka","JE Root","England",2014,1,"England",1,1,2,2012,53.28,"Modern",2,0,94.944231121079,79
11,20,17,64.7,2,"caught",4,"Australia","JE Root","England",2013,1,"England",1,1,2,2012,53.28,"Modern",1,1,94.944231121079,79
4,23,16,25,3,"caught",2,"Australia","JE Root","England",2013,1,"Australia",0,0,1,2012,53.28,"Modern",1,1,94.944231121079,79
6,28,14,42.85,2,"lbw",1,"Australia","JE Root","England",2013,1,"England",1,0,1,2012,53.28,"Modern",1,1,94.944231121079,79
4,19,14,28.57,4,"caught",2,"Pakistan","JE Root","England",2015,1,"UAE",0,0,1,2012,53.28,"Modern",3,0,94.944231121079,79
1,34,13,7.69,5,"caught",3,"West Indies","JE Root","England",2015,1,"West Indies",0,0,2,2012,53.28,"Modern",3,0,94.944231121079,79
4,16,13,30.76,4,"not out",4,"South Africa","JE Root","England",2016,0,"South Africa",0,0,2,2012,53.28,"Modern",4,1,94.944231121079,79
15,21,13,115.38,3,"lbw",1,"India","JE Root","England",2016,1,"India",0,1,1,2012,53.28,"Modern",4,1,94.944231121079,79
5,20,13,38.46,4,"bowled",3,"South Africa","JE Root","England",2017,1,"England",1,0,2,2012,53.28,"Modern",5,1,94.944231121079,79
9,23,10,90,4,"caught",2,"Australia","JE Root","England",2017,1,"Australia",0,1,1,2012,53.28,"Modern",5,1,94.944231121079,79
3,8,9,33.33,4,"lbw",1,"Sri Lanka","JE Root","England",2016,1,"England",1,0,1,2012,53.28,"Modern",4,0,94.944231121079,79
0,11,7,0,4,"caught",1,"Sri Lanka","JE Root","England",2016,1,"England",1,0,1,2012,53.28,"Modern",4,0,94.944231121079,79
3,11,6,50,3,"caught",1,"Pakistan","JE Root","England",2016,1,"England",1,1,1,2012,53.28,"Modern",4,0,94.944231121079,79
1,6,5,20,5,"caught",2,"New Zealand","JE Root","England",2015,1,"England",1,0,1,2012,53.28,"Modern",3,0,94.944231121079,79
4,7,5,80,3,"bowled",3,"Sri Lanka","JE Root","England",2016,1,"England",1,1,2,2012,53.28,"Modern",4,0,94.944231121079,79
4,10,5,80,3,"caught",3,"India","JE Root","England",2016,1,"India",0,1,2,2012,53.28,"Modern",4,1,94.944231121079,79
1,6,4,25,5,"caught",2,"Australia","JE Root","England",2015,1,"England",1,0,1,2012,53.28,"Modern",3,1,94.944231121079,79
1,6,4,25,3,"lbw",3,"Bangladesh","JE Root","England",2016,1,"Bangladesh",0,0,2,2012,53.28,"Modern",4,0,94.944231121079,79
0,2,2,0,5,"caught",4,"New Zealand","JE Root","England",2015,1,"England",1,0,2,2012,53.28,"Modern",3,0,94.944231121079,79
1,4,2,50,3,"lbw",4,"Bangladesh","JE Root","England",2016,1,"Bangladesh",0,1,2,2012,53.28,"Modern",4,0,94.944231121079,79
1,13,2,50,4,"caught",2,"West Indies","JE Root","England",2017,1,"England",1,1,1,2012,53.28,"Modern",5,0,94.944231121079,79
274,653,476,57.56,3,"not out",1,"Sri Lanka","SP Fleming","New Zealand",2003,0,"Sri Lanka",0,1,1,1994,40.06,"90s",9,1,87.1502682162234,59
262,576,423,61.93,3,"bowled",1,"South Africa","SP Fleming","New Zealand",2006,1,"South Africa",0,1,1,1994,40.06,"90s",12,0,87.1502682162234,59
174,475,333,52.25,3,"not out",3,"Sri Lanka","SP Fleming","New Zealand",1998,0,"Sri Lanka",0,1,2,1994,40.06,"90s",4,0,87.1502682162234,59
192,479,332,57.83,3,"lbw",1,"Pakistan","SP Fleming","New Zealand",2003,1,"New Zealand",1,1,1,1994,40.06,"90s",9,1,87.1502682162234,59
202,446,318,63.52,3,"caught",1,"Bangladesh","SP Fleming","New Zealand",2004,1,"Bangladesh",0,1,1,1994,40.06,"90s",10,0,87.1502682162234,59
129,368,254,50.78,4,"caught",1,"England","SP Fleming","New Zealand",1997,1,"New Zealand",1,1,1,1994,40.06,"90s",3,0,87.1502682162234,59
73,325,250,29.2,4,"caught",4,"India","SP Fleming","New Zealand",1999,1,"India",0,0,2,1994,40.06,"90s",5,0,87.1502682162234,59
86,360,239,35.98,4,"bowled",2,"Pakistan","SP Fleming","New Zealand",2001,1,"New Zealand",1,0,1,1994,40.06,"90s",7,1,87.1502682162234,59
66,332,234,28.2,3,"not out",1,"England","SP Fleming","New Zealand",1999,0,"England",0,0,1,1994,40.06,"90s",5,0,87.1502682162234,59
69,303,234,29.48,2,"not out",3,"Sri Lanka","SP Fleming","New Zealand",2003,0,"Sri Lanka",0,0,2,1994,40.06,"90s",9,1,87.1502682162234,59
66,198,233,28.32,4,"run out",2,"Sri Lanka","SP Fleming","New Zealand",1995,1,"New Zealand",1,0,1,1994,40.06,"90s",1,0,87.1502682162234,59
78,314,233,33.47,3,"bowled",2,"Sri Lanka","SP Fleming","New Zealand",1998,1,"Sri Lanka",0,0,1,1994,40.06,"90s",4,0,87.1502682162234,59
130,275,230,56.52,3,"caught",1,"West Indies","SP Fleming","New Zealand",2002,1,"West Indies",0,1,1,1994,40.06,"90s",8,0,87.1502682162234,59
91,282,229,39.73,4,"lbw",2,"Australia","SP Fleming","New Zealand",1997,1,"Australia",0,0,1,1994,40.06,"90s",3,1,87.1502682162234,59
97,296,227,42.73,3,"caught",1,"England","SP Fleming","New Zealand",2004,1,"England",0,0,1,1994,40.06,"90s",10,1,87.1502682162234,59
105,316,222,47.29,4,"lbw",1,"Australia","SP Fleming","New Zealand",2001,1,"Australia",0,1,1,1994,40.06,"90s",7,1,87.1502682162234,59
99,274,210,47.14,4,"caught",3,"South Africa","SP Fleming","New Zealand",2000,1,"South Africa",0,1,2,1994,40.06,"90s",6,1,87.1502682162234,59
92,279,198,46.46,4,"not out",3,"Pakistan","SP Fleming","New Zealand",1996,0,"Pakistan",0,1,2,1994,40.06,"90s",2,1,87.1502682162234,59
117,281,198,59.09,2,"caught",1,"England","SP Fleming","New Zealand",2004,1,"England",0,1,1,1994,40.06,"90s",10,1,87.1502682162234,59
66,226,189,34.92,4,"caught",2,"West Indies","SP Fleming","New Zealand",1999,1,"New Zealand",1,0,1,1994,40.06,"90s",5,0,87.1502682162234,59
71,251,184,38.58,4,"lbw",2,"Australia","SP Fleming","New Zealand",2001,1,"Australia",0,0,1,1994,40.06,"90s",7,1,87.1502682162234,59
78,209,180,43.33,3,"caught",1,"Sri Lanka","SP Fleming","New Zealand",1998,1,"Sri Lanka",0,0,1,1994,40.06,"90s",4,0,87.1502682162234,59
92,250,177,51.97,5,"caught",3,"India","SP Fleming","New Zealand",1994,1,"New Zealand",1,1,2,1994,40.06,"90s",0,0,87.1502682162234,59
84,222,173,48.55,3,"caught",1,"Zimbabwe","SP Fleming","New Zealand",1996,1,"New Zealand",1,1,1,1994,40.06,"90s",2,0,87.1502682162234,59
56,246,172,32.55,3,"not out",4,"West Indies","SP Fleming","New Zealand",1996,0,"West Indies",0,0,2,1994,40.06,"90s",2,0,87.1502682162234,59
87,279,170,51.17,4,"caught",2,"Bangladesh","SP Fleming","New Zealand",2008,1,"New Zealand",1,1,1,1994,40.06,"90s",14,0,87.1502682162234,59
67,214,169,39.64,4,"caught",1,"West Indies","SP Fleming","New Zealand",1999,1,"New Zealand",1,0,1,1994,40.06,"90s",5,0,87.1502682162234,59
65,218,169,38.46,4,"bowled",1,"Australia","SP Fleming","New Zealand",2005,1,"New Zealand",1,0,1,1994,40.06,"90s",11,1,87.1502682162234,59
62,218,167,37.12,4,"stumped",1,"England","SP Fleming","New Zealand",1997,1,"New Zealand",1,0,1,1994,40.06,"90s",3,0,87.1502682162234,59
83,212,161,51.55,3,"caught",2,"Australia","SP Fleming","New Zealand",2004,1,"Australia",0,1,1,1994,40.06,"90s",10,1,87.1502682162234,59
48,210,158,30.37,4,"caught",2,"Sri Lanka","SP Fleming","New Zealand",2006,1,"New Zealand",1,0,1,1994,40.06,"90s",12,1,87.1502682162234,59
60,198,154,38.96,4,"caught",3,"Australia","SP Fleming","New Zealand",2000,1,"New Zealand",1,0,2,1994,40.06,"90s",6,1,87.1502682162234,59
43,212,147,29.25,4,"lbw",2,"India","SP Fleming","New Zealand",1999,1,"India",0,0,1,1994,40.06,"90s",5,0,87.1502682162234,59
48,190,134,35.82,5,"caught",2,"India","SP Fleming","New Zealand",1999,1,"India",0,0,1,1994,40.06,"90s",5,0,87.1502682162234,59
97,183,131,74.04,4,"caught",2,"West Indies","SP Fleming","New Zealand",2006,1,"New Zealand",1,1,1,1994,40.06,"90s",12,0,87.1502682162234,59
39,155,125,31.2,5,"lbw",3,"England","SP Fleming","New Zealand",1994,1,"England",0,0,2,1994,40.06,"90s",0,0,87.1502682162234,59
66,199,124,53.22,4,"caught",3,"Pakistan","SP Fleming","New Zealand",2002,1,"Pakistan",0,1,2,1994,40.06,"90s",8,1,87.1502682162234,59
56,182,122,45.9,5,"caught",1,"West Indies","SP Fleming","New Zealand",1995,1,"New Zealand",1,1,1,1994,40.06,"90s",1,0,87.1502682162234,59
41,157,121,33.88,5,"caught",3,"Sri Lanka","SP Fleming","New Zealand",2005,1,"New Zealand",1,0,2,1994,40.06,"90s",11,1,87.1502682162234,59
59,177,117,50.42,4,"bowled",3,"Sri Lanka","SP Fleming","New Zealand",1997,1,"New Zealand",1,1,2,1994,40.06,"90s",3,0,87.1502682162234,59
36,129,114,31.57,4,"caught",2,"Zimbabwe","SP Fleming","New Zealand",1998,1,"New Zealand",1,0,1,1994,40.06,"90s",4,0,87.1502682162234,59
52,144,113,46.01,4,"caught",2,"Zimbabwe","SP Fleming","New Zealand",1997,1,"Zimbabwe",0,1,1,1994,40.06,"90s",3,0,87.1502682162234,59
64,154,113,56.63,4,"not out",4,"India","SP Fleming","New Zealand",1999,0,"India",0,1,2,1994,40.06,"90s",5,0,87.1502682162234,59
67,190,109,61.46,4,"caught",1,"Pakistan","SP Fleming","New Zealand",1996,1,"Pakistan",0,1,1,1994,40.06,"90s",2,1,87.1502682162234,59
48,149,109,44.03,4,"caught",4,"England","SP Fleming","New Zealand",2002,1,"New Zealand",1,0,2,1994,40.06,"90s",8,0,87.1502682162234,59
33,147,109,30.27,3,"caught",3,"Sri Lanka","SP Fleming","New Zealand",2003,1,"Sri Lanka",0,0,2,1994,40.06,"90s",9,1,87.1502682162234,59
11,142,108,10.18,4,"bowled",4,"England","SP Fleming","New Zealand",2002,1,"New Zealand",1,0,2,1994,40.06,"90s",8,0,87.1502682162234,59
45,163,108,41.66,2,"lbw",3,"England","SP Fleming","New Zealand",2004,1,"England",0,0,2,1994,40.06,"90s",10,1,87.1502682162234,59
31,166,105,29.52,5,"caught",3,"South Africa","SP Fleming","New Zealand",1994,1,"South Africa",0,0,2,1994,40.06,"90s",0,1,87.1502682162234,59
75,151,103,72.81,4,"run out",4,"Zimbabwe","SP Fleming","New Zealand",1997,1,"Zimbabwe",0,1,2,1994,40.06,"90s",3,0,87.1502682162234,59
57,155,103,55.33,4,"bowled",2,"South Africa","SP Fleming","New Zealand",2000,1,"South Africa",0,1,1,1994,40.06,"90s",6,1,87.1502682162234,59
66,131,103,64.07,3,"caught",4,"England","SP Fleming","New Zealand",2008,1,"New Zealand",1,1,2,1994,40.06,"90s",14,0,87.1502682162234,59
54,147,102,52.94,5,"caught",1,"England","SP Fleming","New Zealand",1994,1,"England",0,1,1,1994,40.06,"90s",0,0,87.1502682162234,59
65,131,99,65.65,4,"caught",2,"Zimbabwe","SP Fleming","New Zealand",2005,1,"Zimbabwe",0,1,1,1994,40.06,"90s",11,0,87.1502682162234,59
42,114,95,44.21,3,"run out",2,"India","SP Fleming","New Zealand",1998,1,"New Zealand",1,0,1,1994,40.06,"90s",4,0,87.1502682162234,59
34,163,93,36.55,3,"caught",2,"England","SP Fleming","New Zealand",2008,1,"New Zealand",1,0,1,1994,40.06,"90s",14,0,87.1502682162234,59
27,97,90,30,4,"lbw",4,"Zimbabwe","SP Fleming","New Zealand",1997,1,"Zimbabwe",0,0,2,1994,40.06,"90s",3,0,87.1502682162234,59
61,119,89,68.53,4,"caught",2,"Bangladesh","SP Fleming","New Zealand",2001,1,"New Zealand",1,1,1,1994,40.06,"90s",7,0,87.1502682162234,59
66,129,88,75,3,"caught",3,"England","SP Fleming","New Zealand",2008,1,"New Zealand",1,1,2,1994,40.06,"90s",14,0,87.1502682162234,59
25,169,86,29.06,3,"caught",3,"England","SP Fleming","New Zealand",1999,1,"England",0,0,2,1994,40.06,"90s",5,0,87.1502682162234,59
30,123,86,34.88,4,"lbw",1,"Australia","SP Fleming","New Zealand",2000,1,"New Zealand",1,0,1,1994,40.06,"90s",6,1,87.1502682162234,59
39,111,85,45.88,4,"caught",2,"West Indies","SP Fleming","New Zealand",1996,1,"West Indies",0,1,1,1994,40.06,"90s",2,0,87.1502682162234,59
54,138,85,63.52,3,"lbw",3,"South Africa","SP Fleming","New Zealand",2007,1,"South Africa",0,1,2,1994,40.06,"90s",13,0,87.1502682162234,59
46,131,82,56.09,3,"caught",1,"South Africa","SP Fleming","New Zealand",2006,1,"South Africa",0,1,1,1994,40.06,"90s",12,0,87.1502682162234,59
47,122,79,59.49,5,"caught",2,"West Indies","SP Fleming","New Zealand",1995,1,"New Zealand",1,1,1,1994,40.06,"90s",1,0,87.1502682162234,59
31,118,76,40.78,3,"bowled",4,"England","SP Fleming","New Zealand",2008,1,"New Zealand",1,0,2,1994,40.06,"90s",14,0,87.1502682162234,59
48,105,75,64,3,"bowled",1,"South Africa","SP Fleming","New Zealand",1994,1,"South Africa",0,1,1,1994,40.06,"90s",0,1,87.1502682162234,59
41,117,74,55.4,5,"caught",3,"India","SP Fleming","New Zealand",1995,1,"India",0,1,2,1994,40.06,"90s",1,0,87.1502682162234,59
55,101,73,75.34,3,"run out",3,"Zimbabwe","SP Fleming","New Zealand",2000,1,"New Zealand",1,1,2,1994,40.06,"90s",6,0,87.1502682162234,59
